Region;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Orenburgskaya oblast';4908353.1;5618881;6427722.8;7919057.3;10269105.2;12292050.9;12063852;14972959;17320622.9;20762589.9;21330591.1;21419650.5;22035312.2;24080673.8;27373057.3;29219872.9;30648636.4;33455496.7
Penzenskaya oblast';2677069.1;3483237.2;4054875.5;4964094.2;6408961.9;7062496;7080353;8609558.6;9342809.4;11266056.1;11964615;12035353.7;12250132.9;13665163.8;15876011.8;16646340;17480724.3;18897171
Samarskaya oblast';7544386.2;10030623.7;12475247.6;15935808.1;18823932.1;21842612.8;21889511.7;24040416.8;30031397.4;35108289.9;37176763.3;37643291.5;37695436.7;39142984.9;44869756.2;47282231.6;46302026.4;50065452.6
Saratovskaya oblast';4767945.2;6605906.2;8067642.4;10687368.3;14171191.5;18054333;16492310.4;15476824;19054851.4;23003638.4;23900011.6;23798863.6;23973008.2;25421245.4;28414263;30504566.1;32050783;35466249.3
Ul'yanovskaya oblast';2534847.5;3096116.2;4116500.2;4505144.3;5499559.3;6810780.2;6956105.8;8512577.8;9994549.3;12060791.2;13110263.3;13955234.8;14519114.6;15770696.4;17589295.6;18356142.3;18243674;20166493.3
Kurganskaya oblast';2347341.4;2694165.7;3292785.3;3931084.8;4963151.1;5775935.1;5574904.3;6407884.4;6985035.9;8123985.4;8769717.5;8949045.2;9103291.7;9814004.6;11091707.2;11750431;12189992.5;13115017.1
Sverdlovskaya oblast';11555189.6;14444185.2;17706625.6;22915904.7;29768555.6;31970538.7;33178845.2;39369878.7;45106138.6;50438409.8;54499039.3;57762512.1;61124930.2;65460454.9;72297804.4;79240187.5;82635007.1;92132758.6
Tyumenskaya oblast';18045197.7;23342791.2;28142328.4;33793414.8;39575560.2;42406766.9;43444147.7;61996474.4;73900943.6;85183019.6;90627192.3;93130449.3;93788096.7;100515007.3;110790838.9;118670945.1;124978611.5;140576366.9
CHelyabinskaya oblast';7864655;9928758.7;12143446.5;15369373.1;18509101.7;20841416.8;20333186.9;24321257;28560661.8;33889593.8;36350372.3;38802181;40902700.5;45430152.9;49127122.8;51814331.6;54540745.2;59576377.5
Respublika Altaj;851183.4;983928.7;1137286.3;1394951.5;1773116.8;2018742.7;1997588;2412481.6;2818364.1;3486612.1;3925232.2;4003158.3;4091410.3;4421067.3;5489159;5810414.9;6272759.3;7082390
Respublika Tyva;1277998.3;1595697.2;2026911.3;2473751.2;3087802.6;3801243;3759180;4173127.9;4659840.4;5259760.3;5746437.7;6010647.4;6460328.8;7009350.4;8243986.8;9340553;10119586.9;11539433.8
Respublika Hakasiya;1561441.2;1901161.7;3079356.9;2675184.6;3200258.2;3622661.6;3547454.8;4246420.4;4875337.8;5756750;6541590.7;6761889.1;7173628.7;7632883.8;8282993.1;8840372.1;9622033.1;10392049.4
Altajskij kraj;5907413.2;7039828.5;7945219.4;9248980.4;11321175.4;13269465.5;13053441.9;15130231.5;17653162;19708899.2;21537086.1;21217865.3;20630236.9;22833626.1;27168014.3;29320467.2;32420193.8;36596592.4
Krasnoyarskij kraj;11772512.1;13435948.8;15878689.9;19060497.2;22983980.3;26648618.6;25485545.4;29814154.5;34452941.4;43690646.1;48205412.7;51186145.7;51855684.1;54866542.4;60289127.9;64746540.8;68760802.8;75991714.9
Irkutskaya oblast';8444238;11034884;12794071.3;16075520.9;20023333.8;20333752;20430647.5;23530185.6;28906179.9;34180113.7;35881310.9;35784755.9;36015117;39483262.2;46529946.9;51650091;54833448.5;60667066.9
Kemerovskaya oblast' - Kuzbass;8544158.4;8944021.8;11101680.8;13387209.7;16123173.6;17273426.1;17195109.3;21198114.2;24121636.6;27823902.1;30257883.1;30111420.6;30006517.1;32516614.6;37378999;40258163.4;42670899.4;44703556.1
Novosibirskaya oblast';7889030.9;10506566.9;11914237.4;15775125.7;19357869.6;23045635.5;22261199.9;25975473.4;32634776.3;38507106.1;41712711.4;42557733.5;43325113.5;45568697.6;51404074.6;55120485.8;58259157.8;66946385.4
Omskaya oblast';5488590.6;7064982.1;9160368.2;10647444.9;12523125.1;13752533.5;13529346.8;15486051.9;18084563.9;21494781.6;23162927;23654530.2;24271533.7;26341967.8;29956729;31624256.8;32589398;35602216.8
Tomskaya oblast';4788563.6;5586003.3;6623232;8208579.4;10021090.2;11342300;11258369.8;12430226.7;14202862.7;18587878.7;19925477.7;20958683.6;21531098;21383749.7;24777700;23979876;26649109.6;28630694.3
